Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,Asociacion Nacional Del CafÃ©,7.75,7.75,7.58,7.92,7.75,7.75,m,1500,1500,1500
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1400,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,Yunnan Coffee Exchange,7.83,7.83,7.58,7.75,7.75,7.75,m,1400,1400,1400
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,7.83,7.67,7.75,7.58,7.92,7.75,m,1600,1950,1775
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,1800,cauca,,AlmacafÃ©,7.83,7.75,7.83,7.58,7.67,7.75,m,1800,1800,1800
Arabica,taylor winch (t) ltd,United Republic of Tanzania,taylor winch (t) ltd,1600,mbeya,Taylor Winch (T) ltd,Africa Fine Coffee Association,7.83,7.75,7.75,7.75,7.67,7.75,m,1600,1600,1600
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.83,7.83,7.5,7.92,7.58,7.75,ft,1219.2,1219.2,1219.2
Arabica,jesus salazar velasco,Mexico,carajillo cafÃ© sa de cv,1450,san pedro cotzilnam,JESUS SALAZAR VELASCO,AMECAFE,7.83,7.92,7.67,7.83,7.5,7.75,m,1450,1450,1450
Arabica,alfredo bojalil,Mexico,ecomtrading,1400,"la concordia, chiapas",ERNST POHLENZ AGUILAR,AMECAFE,7.83,7.92,7.67,7.75,7.5,7.75,m,1400,1400,1400
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,Asociacion Nacional Del CafÃ©,7.75,7.83,7.58,7.83,7.67,7.75,m,1700,1700,1700
Arabica,cafebras,Brazil,cafebras comercio de cafÃ©s do brasil sa,1150,cerrado,MAURO GALHERI,Brazil Specialty Coffee Association,7.67,7.75,7.75,7.67,7.83,7.75,m,1150,1150,1150
Arabica,chris finch,Guatemala,volcafe specialty coffee,,nan,,Specialty Coffee Association,7.67,7.75,7.67,7.75,7.75,7.75,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.75,7.75,7.75,7.75,7.83,7.75,m,1750,1750,1750
Arabica,afca,Uganda,great lakes coffee,1500-1700m,mt. rwenzori,,Africa Fine Coffee Association,7.83,7.75,7.5,7.83,7.83,7.75,m,1500,1700,1600
Arabica,pt.royal pacific indah international,Indonesia,pt. royal pacific indah international,,aceh tengah,ANTON GAYO,Specialty Coffee Association of Indonesia,7.81,7.88,7.56,7.75,7.63,7.75,m,NA,NA,NA
Arabica,andres martinez leon,Mexico,,1480,santo domingo cacalotepec,ANDRES MARTINEZ LEON,AMECAFE,7.67,7.75,7.67,7.75,7.67,7.75,m,1480,1480,1480
Arabica,amanda powers,Costa Rica,thrive farmers,,nan,,Specialty Coffee Association,7.58,7.75,7.67,7.75,7.83,7.75,m,NA,NA,NA
Arabica,kyagalanyi coffee ltd,Ethiopia,kyagalanyi coffee ltd,1800,sidamo,Kerchanshe Trading P.L.C,Uganda Coffee Development Authority,7.83,7.75,7.67,7.75,7.33,7.75,m,1800,1800,1800
Arabica,olam agro colombia,Colombia,olam international ltd,1480,huila,,AlmacafÃ©,7.67,7.75,7.67,7.67,7.67,7.75,m,1480,1480,1480
Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,Specialty Coffee Association,7.58,7.83,7.67,7.25,8,7.75,m,1260,1260,1260
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1700 msnm,cauca,,AlmacafÃ©,7.67,7.83,7.67,7.75,7.67,7.75,m,1700,1700,1700
Arabica,doi tung development project,Thailand,,,nan,,Specialty Coffee Association,7.58,7.75,7.58,7.75,7.58,7.75,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county ????????","FANG,ZHENG-LUN ???",Specialty Coffee Association,7.83,7.75,7.83,7.75,7.83,7.75,m,1200,1200,1200
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,AlmacafÃ©,7.75,7.67,7.5,7.75,7.83,7.75,m,442,442,442
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,AlmacafÃ©,7.83,7.75,7.58,7.58,7.75,7.75,m,NA,NA,NA
Arabica,alfredo bojalil,Mexico,ecomtrading,1500,la concordia,ARTURO LIEVANO MORENO,AMECAFE,7.5,7.67,7.58,7.83,7.75,7.75,m,1500,1500,1500
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.83,7.67,7.5,7.75,7.75,7.75,m,NA,NA,NA
Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,Specialty Coffee Association of Costa Rica,7.67,7.67,7.75,7.67,7.5,7.75,m,1850,1850,1850
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,480-570m,"dongshan dist., tainan city",ZENG JIAN NAN ???,Specialty Coffee Association,7.67,7.75,7.67,7.75,7.42,7.75,m,480,570,525
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.58,7.83,7.33,8,7.58,7.75,ft,1219.2,1219.2,1219.2
Arabica,alfredo bojalil,Mexico,ecomtrading,1300,"la concordia, chiapas",ERNST POHLENZ AGUILAR,AMECAFE,7.67,7.58,7.5,7.75,7.75,7.75,m,1300,1300,1300
Arabica,kennedy macharia,Kenya,taylor winch (coffee) ltd,1800,nyeri,KAROGOTO,Kenya Coffee Traders Association,7.75,7.58,7.5,7.58,7.75,7.75,m,1800,1800,1800
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1300 mts,quetzaltenango,Several producres,Specialty Coffee Association,7.67,7.58,7.58,7.67,7.75,7.75,m,1300,1300,1300
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1800 - 2000,huila,Huila,AlmacafÃ©,7.67,7.67,7.67,7.67,7.33,7.75,m,1800,2000,1900
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,"AGRICOLA MONTE VERDE, S.A.",Asociacion Nacional Del CafÃ©,7.67,7.67,7.42,7.67,8,7.75,ft,1310.64,1310.64,1310.64
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.75,7.75,7.58,7.83,7.17,7.75,m,1750,1750,1750
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1450,oriente,Finca Quequesquez,Specialty Coffee Association,8.17,8.17,7.83,7.67,8.08,7.75,m,1450,1450,1450
Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1100,yunnan,Menglian Mang Pan Professional Cooperative,Yunnan Coffee Exchange,7.67,7.58,7.58,7.58,7.67,7.75,m,1100,1100,1100
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.67,7.58,7.67,7.58,7.67,7.75,m,1550,1550,1550
Arabica,carcafe ltda ci,Colombia,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,AlmacafÃ©,7.67,7.58,7.58,7.58,7.67,7.75,m,2136,2136,2136
Arabica,carcafe ltda ci,Colombia,carcafe ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,AlmacafÃ©,7.75,7.58,7.58,7.5,7.75,7.75,m,1000,1000,1000
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,AlmacafÃ©,7.58,7.67,7.58,7.75,7.58,7.75,m,1750,1750,1750
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.67,7.5,7.75,7.42,7.75,7.75,ft,1310.64,1310.64,1310.64
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1450 msnm,cundinamarca,Exportadora de cafe condor,AlmacafÃ©,7.5,7.75,7.58,7.5,7.67,7.75,m,1450,1450,1450
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,guayata,,AlmacafÃ©,7.67,7.58,7.58,7.42,7.67,7.75,m,NA,NA,NA
Arabica,steven kil,Burundi,the specialty coffee appraisers institute of asia,1880,kayanza,,Specialty Coffee Association,7.75,7.67,7.33,7.5,7.5,7.75,m,1880,1880,1880
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1483,eje cafetero,,AlmacafÃ©,7.58,7.58,7.5,7.58,7.58,7.75,m,1483,1483,1483
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.75,7.5,7.5,7.42,8,7.75,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1500-1750 msnm,huila,varios,AlmacafÃ©,7.75,7.58,7.5,7.67,7.83,7.75,m,1500,1750,1625
Arabica,CQI Taiwan ICP CQI,Taiwan,????,775,taiwan,???,Blossom Valley International,7.5,7.58,7.67,7.33,7.5,7.75,m,775,775,775
Arabica,maria guadalupe gomez anzo,Mexico,,1248,petatlan,MARIA GUADALUPE GOMEZ ANZO,AMECAFE,7.58,7.58,7.33,7.25,7.58,7.75,m,1248,1248,1248
Arabica,samuel muhirwa,Rwanda,bufcoffee ltd,1900,gicumbi,Bufcoffee_Gicumbi,Specialty Coffee Association,7.83,7.92,7.75,7.83,7.75,7.75,m,1900,1900,1900
Arabica,joshua marsceau,United States of America,olam specialty coffee,1200 m,berastagi,PT. Olam Indonesia,Specialty Coffee Association,7.42,7.58,7.25,7.5,7.75,7.75,m,1200,1200,1200
Arabica,edwin agasso,United Republic of Tanzania,tcb,1400 meter above sea level,arusha,BURKA COFFEE ESTATE,Tanzanian Coffee Board,7.67,7.5,7.33,7.25,7.58,7.75,m,1400,1400,1400
Arabica,rachel peterson,Panama,hacienda la esmeralda,1100,boquete,Price Peterson,Specialty Coffee Association,7.42,7.42,7.5,7.58,7.5,7.75,m,1100,1100,1100
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,AlmacafÃ©,7.75,7.5,7.33,7.58,7.33,7.75,m,NA,NA,NA
Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,7.67,7.42,7.5,7.67,7,7.75,m,1200,1400,1300
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1350,oriente,Several producers,Specialty Coffee Association,7.25,7.75,7,7.75,8.17,7.75,m,1350,1350,1350
Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,,AlmacafÃ©,7.58,7.67,7.42,7.17,7.17,7.75,m,1800,1800,1800
Arabica,jacques pereira carneiro,Brazil,exportadora de cafÃ©s carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,Specialty Coffee Association,7.75,7.75,7.5,7.42,7.83,7.75,m,1250,1250,1250
Arabica,kona pacific farmers cooperative,United States of America,,,kona,,Specialty Coffee Association,7.25,7.58,7.83,7.67,7.75,7.75,ft,NA,NA,NA
Arabica,benjamin schmerler,Costa Rica,,4500-6000 feet,tarrazu,CoopeTarrazu,Specialty Coffee Association,7.25,7.17,7.33,7.33,7.5,7.75,ft,1371.6,1828.8,1600.2
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 m.s.n.m,huila,Exportadora de cafe condor s.a,AlmacafÃ©,7.5,7.42,7.25,7.17,7.17,7.75,m,1750,1750,1750
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,680,"dongshan dist., tainan city",Hu Guei Jing ???,Specialty Coffee Association,7.83,7.75,7.67,7.83,7.83,7.75,m,680,680,680
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1600,guayata,,AlmacafÃ©,7.67,7.5,7.42,5.25,7.67,7.75,m,1600,1600,1600
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,cerrado,,Brazil Specialty Coffee Association,7.67,7.75,7.83,7.75,7.83,7.75,m,NA,NA,NA
Arabica,lydiah mwangi,Kenya,c dorman ltd,1600,kiambu,thiririka/Thima,Kenya Coffee Traders Association,7.17,7.58,7.5,7.5,8,7.75,m,1600,1600,1600
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.67,7.5,7.42,7.67,7.5,7.75,m,1550,1550,1550
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.42,7.33,7.33,7.5,7.67,7.75,ft,NA,NA,NA
Arabica,francisco hernandez lorenzo,Mexico,sposel s. de s.s.,1200,ocosingo,SPOSEL S. DE S.S.,AMECAFE,7.17,6.92,6.67,6.83,7.25,7.75,m,1200,1200,1200
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,8.08,8.17,8,7.92,7.92,7.83,ft,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,,,kona,Kona Pacific Farmers Co-Op,Specialty Coffee Association,8.25,8.42,8.08,7.75,7.67,7.83,ft,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1000 m,natou county,LIN YEN CHIEN ???,Specialty Coffee Association,8.08,8.17,7.75,8.08,7.75,7.83,m,1000,1000,1000
Arabica,grounds for health admin,United States of America,,1400ft,kona,Hula Daddy Kona Coffee,Specialty Coffee Association,8.33,8.17,7.75,8,7.75,7.83,ft,426.72,426.72,426.72
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,nuevo oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del CafÃ©,7.92,8.08,7.92,8.08,8.08,7.83,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,unicafe,4650,nuevo oriente,WILLIAM ESTUARDO MARTINEZ PACHECO,Asociacion Nacional Del CafÃ©,8,8,7.83,8.33,7.83,7.83,ft,1417.32,1417.32,1417.32
Arabica,atlantic specialty coffee,El Salvador,atlantic specialty coffee,1500 meters,apaneca,Aida Batlle,Specialty Coffee Association,7.92,8.17,8,7.92,7.75,7.83,m,1500,1500,1500
Arabica,assefa belay coffee producer,Ethiopia,assefa belay coffee producer,1800-2000,oromia,Assefa Belay Coffee Producer,METAD Agricultural Development plc,7.75,7.83,7.83,8.17,7.92,7.83,m,1800,2000,1900
Arabica,great lakes coffee uganda,Uganda,great lakes coffee,1950,kapchorwa,Chesiyo Farmer group,Uganda Coffee Development Authority,8.08,8,7.83,7.67,8,7.83,m,1950,1950,1950
Arabica,grounds for health admin,El Salvador,,1400 m,apaneca,J. Hill y Cia SA de CV,Specialty Coffee Association,8.08,7.83,7.83,8.08,7.83,7.83,m,1400,1400,1400
Arabica,ethiopia commodity exchange,Ethiopia,,,yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",Ethiopia Commodity Exchange,7.83,7.83,7.92,8.08,7.75,7.83,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,MARGARITA AVILA DE NUYENS,Asociacion Nacional Del CafÃ©,8,7.92,7.75,8,7.92,7.83,m,NA,NA,NA
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1550 msnm,santander,varios,AlmacafÃ©,8.17,7.92,7.83,8,7.58,7.83,m,1550,1550,1550
Arabica,"nomura trading co., ltd.",Indonesia,"nomura trading co., ltd.",1250-1400 meter,lintong,,Specialty Coffee Association,7.75,7.83,7.67,8,8.08,7.83,m,1250,1400,1325
Arabica,carcafe ltda ci,Colombia,carcafe ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,AlmacafÃ©,7.83,8,7.75,7.75,7.83,7.83,m,2136,2136,2136
Arabica,ethiopia commodity exchange,Ethiopia,,,sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,7.67,8,7.83,8,7.92,7.83,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,8,7.92,7.75,7.92,7.75,7.83,m,NA,NA,NA
Arabica,troy quimby,Costa Rica,bold coast coffee,1900,tarrazu,Manuel Montero,Specialty Coffee Association,7.83,8,7.58,7.92,7.92,7.83,m,1900,1900,1900
Arabica,"el equimite, cafetal biodinÃ¡mico",Mexico,"cafetal el equimite, rancho agroecolÃ³gico, s.p.r. de r.l.",1300,veracruz,Varios productores minifundistas,Centro AgroecolÃ³gico del CafÃ© A.C.,7.83,8,7.83,7.75,7.67,7.83,m,1300,1300,1300
Arabica,simon mahinda,Kenya,c dorman ltd,-1,nan,,Kenya Coffee Traders Association,8.17,7.83,7.92,7.75,7.67,7.83,m,1,1,1
Arabica,young kim,Mexico,,1400 masl,mexico,Finca Kassandra,Specialty Coffee Association,7.92,8.17,7.75,8.08,7.42,7.83,m,1400,1400,1400
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.92,7.92,7.67,7.83,7.92,7.83,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,350,"dongshan dist., tainan city",Wang Chao Yung ???,Specialty Coffee Association,7.92,7.58,7.83,7.83,7.83,7.83,m,350,350,350
Arabica,philip schluter,Ethiopia,,1500-2000 m,sidamo,Sidama Coffee Farmers Coop. Union,Ethiopia Commodity Exchange,7.42,7.92,7.92,8,7.83,7.83,m,1500,2000,1750
Arabica,lydiah mwangi,Kenya,c dorman ltd,1800,nyeri,KARATINA,Kenya Coffee Traders Association,7.92,7.83,7.58,7.92,7.75,7.83,m,1800,1800,1800
Arabica,koju matsuzawa,Japan,matsuzawa coffee,170,ada okinawa japan,Taijiro TOKUDA,Specialty Coffee Institute of Asia,7.75,7.75,7.75,7.42,8.08,7.83,m,170,170,170
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.75,7.83,7.75,7.83,7.75,7.83,m,1550,1550,1550
Arabica,juan luis alvarado romero,Guatemala,sertrasa,5000,acatenango,SERTRASA,Asociacion Nacional Del CafÃ©,7.67,7.83,7.67,8,7.67,7.83,ft,1524,1524,1524
Arabica,organizaciones de productores de cafe colimense,Mexico,organizaciones de productores de cafe colimense sa de cv,1200,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",AMECAFE,7.83,7.58,7.67,7.92,7.92,7.83,m,1200,1200,1200
Arabica,benjamin schmerler,Peru,,,"penachi, cecanor",CECANOR,Specialty Coffee Association,7.67,7.83,7.75,7.75,7.92,7.83,m,NA,NA,NA
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1500,santander,,AlmacafÃ©,7.83,7.67,7.58,7.92,7.67,7.83,m,1500,1500,1500
Arabica,daniel magu,Kenya,c dorman ltd,1800,nyeri,BLEND,Kenya Coffee Traders Association,7.83,7.83,7.83,7.75,7.58,7.83,m,1800,1800,1800
Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.75,7.83,7.67,7.92,7.75,7.83,ft,1524,1524,1524
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800 msnm,huila,varios,AlmacafÃ©,7.42,7.67,7.75,7.75,8.08,7.83,m,1800,1800,1800
Arabica,nucoffee,Brazil,nucoffee,1100m,mountains of minas gerais,Geraldo PaixÃ£o,NUCOFFEE,8.5,8,7.5,7.75,7.5,7.83,m,1100,1100,1100
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,Asociacion Nacional Del CafÃ©,8.17,7.83,7.67,7.83,7.67,7.83,ft,1310.64,1310.64,1310.64
Arabica,alfredo bojalil,Mexico,ecomtrading,1500,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,AMECAFE,7.92,7.83,7.75,7.75,7.75,7.83,m,1500,1500,1500
Arabica,juan luis alvarado romero,Guatemala,"transcafe, s.a",,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",Asociacion Nacional Del CafÃ©,7.67,8,7.67,8,7.5,7.83,m,NA,NA,NA
Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,1400,sumatra brastagi,Surbakti,Specialty Coffee Association,7.67,7.67,7.83,7.58,7.83,7.83,m,1400,1400,1400
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,la plata,,AlmacafÃ©,7.67,7.67,7.75,7.83,7.75,7.83,m,NA,NA,NA
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,AlmacafÃ©,7.75,7.67,8,7.67,8.08,7.83,m,442,442,442
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,1000,guoshing township,??? Huang Mei Tao,Specialty Coffee Association,7.92,7.75,7.75,7.67,7.67,7.83,m,1000,1000,1000
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,AlmacafÃ©,7.42,7.67,7.83,7.75,7.92,7.83,m,442,442,442
Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1700,cauca,,AlmacafÃ©,7.58,7.5,7.75,7.83,7.92,7.83,m,1700,1700,1700
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,,huila,La Plata,AlmacafÃ©,7.83,7.75,7.58,7.67,7.75,7.83,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,exportcafe,3664,huehuetenango,DARY COLMAN ALVARADO VILLATORO,Asociacion Nacional Del CafÃ©,7.75,7.75,7.58,8,7.67,7.83,ft,1116.7872,1116.7872,1116.7872
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,AlmacafÃ©,8,7.5,7.5,7.67,8,7.83,m,1600,1950,1775
Arabica,cooperativa el gorrion r.l,Nicaragua,cooperativa el gorrion r.l,de 900 a 1100 msnm,jinotega,COOPERATIVA EL GORRION RL,Specialty Coffee Association of Costa Rica,7.67,7.83,7.83,7.5,7.67,7.83,m,900,1100,1000
Arabica,asefa dukamo keroma,Ethiopia,asefa dukamo coffee plantetion,1545-1668 masl,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,METAD Agricultural Development plc,7.5,7.92,7.58,7.83,7.75,7.83,m,1545,1668,1606.5
Arabica,itochu corporation,Kenya,taylor winch (coffee) ltd,approx. 1'500 metres a.s.l.,kenya,,Kenya Coffee Traders Association,7.58,7.75,7.75,7.75,7.75,7.83,m,1,500,250.5
Arabica,juan luis alvarado romero,Guatemala,unicafe,,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,Asociacion Nacional Del CafÃ©,7.83,7.5,7.5,8,7.83,7.83,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,968,"nanxi dist., tainan city ??????",CHANG YU LIANG ???,Specialty Coffee Association,7.58,7.67,7.67,7.67,7.75,7.83,m,968,968,968
Arabica,olam agro colombia,Colombia,olam international ltd,1600,huila,,AlmacafÃ©,7.67,7.67,7.83,7.58,7.58,7.83,m,1600,1600,1600
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,Asociacion Nacional Del CafÃ©,7.92,7.67,7.42,7.92,7.75,7.83,ft,1219.2,1219.2,1219.2
Arabica,afca,Uganda,bukonzo joint cfs,1700m,kasese,,Africa Fine Coffee Association,7.92,7.75,7.58,7.67,7.67,7.83,m,1700,1700,1700
Arabica,sarawut premjit,Thailand,intercof 1978 group company limited,1350,chiangrai,"Phatang, Saveg",Specialty Coffee Association,7.67,7.75,7.5,7.67,7.67,7.83,m,1350,1350,1350
Arabica,ipanema coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.58,7.67,7.67,7.75,7.58,7.83,m,934,934,934
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.67,7.83,7.67,7.75,7.67,7.83,m,1550,1550,1550
Arabica,oscar ortega carballo,Mexico,agro xicotepec 2000,900,xicotepec de juarez,OSCAR ORTEGA CARBALLO,AMECAFE,7.67,7.75,7.58,7.67,7.75,7.83,m,900,900,900
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.25,7.58,7.42,8,7.75,7.83,m,1,1,1
Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,1200-1400,central valley,VARIOS,Specialty Coffee Association of Costa Rica,7.83,7.42,7.5,7.83,7.75,7.83,m,1200,1400,1300
Arabica,garet alban,Ecuador,sultana del cafe inc.,800 meters above sea level,"province of manabi, ecuador",,Specialty Coffee Association,7.5,7.67,7.58,7.75,7.83,7.83,m,800,800,800
Arabica,doi tung development project,Thailand,,,nan,,Specialty Coffee Association,7.5,7.83,7.58,7.58,7.75,7.83,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,750,"dongshan dist., tainan city",??? & ??? (Tseng Ju Feng & Kuo Jun Hong),Specialty Coffee Association,7.67,7.67,7.58,7.58,7.67,7.83,m,750,750,750
Arabica,carcafe ltda ci,Colombia,carcafe ltda,442 msnm,huila,FRANKLIN DUSSAN,AlmacafÃ©,7.75,7.67,7.5,7.67,7.58,7.83,m,442,442,442
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,LUIS RODRIGUEZ,Asociacion Nacional Del CafÃ©,7.83,7.67,7.33,7.67,7.67,7.83,ft,1310.64,1310.64,1310.64
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del CafÃ©,7.67,8.17,7.5,7.42,7.58,7.83,ft,1310.64,1310.64,1310.64
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1550,santander,,AlmacafÃ©,7.75,7.58,7.5,7.58,7.75,7.83,m,1550,1550,1550
Arabica,Compañia Colombiana Agroindustrial S.A.,Colombia,ecom cca sa,1650,cundinamarca,,AlmacafÃ©,7.75,7.58,7.33,7.5,7.83,7.83,m,1650,1650,1650
Arabica,carcafe ltda ci,Colombia,carcafe ltda,439,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,AlmacafÃ©,7.5,7.58,7.58,7.5,7.75,7.83,m,439,439,439
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,vale da grama,GABRIEL CARVALHO DIAS,Brazil Specialty Coffee Association,7.33,7.83,7.75,7.5,7.42,7.83,m,NA,NA,NA
